content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Very good thumbs up,2023-04-25 09:48:28,,51.6,0.0,48.4,49.27,Positive
Good pay sender aap stc,2023-04-25 08:52:44,1.10.27,39.7,19.2,41.099999999999994,36.120000000000005,Positive
Overall Satisfied,2023-04-25 03:30:33,1.10.27,73.7,0.0,26.3,42.15,Positive
Very Good apps for Saudi Arabia,2023-04-25 03:05:37,1.10.27,39.0,0.0,61.0,49.27,Positive
i can not open my Stc pay apps after i input my mobile number stc always replied the system having technical issues Please try again later,2023-04-25 02:38:56,,13.8,5.4,80.80000000000001,29.599999999999998,Positive
Easy Sending money to philipines,2023-04-24 14:37:58,1.10.27,42.0,0.0,57.99999999999999,44.04,Positive
,2023-04-24 13:18:44,1.10.27,0.0,0.0,0.0,0.0,Neutral
VisitorsHajis do not have iqama or national ID you cannot skip the process so cannot use the app,2023-04-24 11:51:20,1.10.27,0.0,0.0,100.0,0.0,Neutral
Nice application but fee no good,2023-04-24 11:13:58,,49.8,24.2,26.0,44.97,Positive
Very nice sarvice,2023-04-24 10:36:45,1.10.27,60.699999999999996,0.0,39.300000000000004,47.54,Positive
very good,2023-04-24 06:21:07,,76.2,0.0,23.799999999999997,49.27,Positive
thumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs downthumbs down New bugs,2023-04-24 04:08:20,1.10.27,0.0,0.0,100.0,0.0,Neutral
Why this app is not work in my phone google pixel number pro,2023-04-24 02:51:42,1.10.27,9.8,0.0,90.2,7.720000000000001,Positive
Love stc pay,2023-04-23 23:44:09,1.10.27,63.6,21.2,15.2,58.589999999999996,Positive
Awesome OK hand clapping hands thumbs up,2023-04-23 23:04:46,,71.89999999999999,0.0,28.1,88.16000000000001,Positive
Cannot update new version sleepy face,2023-04-23 19:38:49,1.10.12,0.0,0.0,100.0,0.0,Neutral
The service is too long I sent money to the local bank number days the receiver has not received it Money is needed I think this service is a convenience not good for me,2023-04-23 15:45:48,1.10.27,4.0,7.3999999999999995,88.7,-27.46,Negative
Very Very Very nice,2023-04-23 14:28:43,,54.800000000000004,0.0,45.2,56.25,Positive
App is very useful  thanks STC for the great support,2023-04-23 12:26:35,,68.7,0.0,31.3,92.12,Positive
very good work,2023-04-23 07:59:44,,61.5,0.0,38.5,49.27,Positive
Bad experience I sent money to internasional bank before number hour but still under process,2023-04-23 05:42:01,1.10.27,7.5,14.6,77.9,-27.32,Negative
sattisfied,2023-04-23 04:39:25,1.10.22,0.0,0.0,100.0,0.0,Neutral
Very Good App,2023-04-23 03:33:39,1.6.1,61.5,0.0,38.5,49.27,Positive
,2023-04-23 03:10:25,1.10.27,0.0,0.0,0.0,0.0,Neutral
Great app,2023-04-23 02:59:12,,80.4,0.0,19.6,62.49,Positive
wonderful,2023-04-23 02:24:08,,100.0,0.0,0.0,57.19,Positive
Fast and reliable transfer of money No need to go money remitance center Thank you so much STC for the good service Hoping you will give promo again like before,2023-04-23 02:20:47,,28.199999999999996,5.800000000000001,66.0,81.76,Positive
,2023-04-22 23:54:48,1.10.27,0.0,0.0,0.0,0.0,Neutral
Its hard to update my stc pay,2023-04-22 22:47:45,,0.0,35.9,64.1,-20.23,Negative
Stc pay is good service,2023-04-22 20:49:37,,39.7,19.2,41.099999999999994,36.120000000000005,Positive
Local transfer is a very latesolve problems,2023-04-22 19:53:13,1.10.27,0.0,37.3,62.7,-45.49,Negative
,2023-04-22 17:26:56,1.10.27,0.0,0.0,0.0,0.0,Neutral
,2023-04-22 15:00:22,1.10.17,0.0,0.0,0.0,0.0,Neutral
,2023-04-22 11:38:00,1.4.7,0.0,0.0,0.0,0.0,Neutral
Masha Allah,2023-04-22 09:59:42,1.10.16,0.0,0.0,100.0,0.0,Neutral
I love this application fastest and safe money transaction thanks STC,2023-04-22 09:20:51,1.10.27,58.8,0.0,41.199999999999996,87.5,Positive
Usable friendly apps,2023-04-22 06:11:29,,61.5,0.0,38.5,49.39,Positive
,2023-04-22 06:07:46,1.10.27,0.0,0.0,0.0,0.0,Neutral
saluting facesaluting facesaluting face,2023-04-22 05:31:09,1.10.27,0.0,0.0,100.0,0.0,Neutral
very simple  very easy to usevery helpful,2023-04-22 02:18:52,,55.60000000000001,0.0,44.4,73.97,Positive
For Eidiyah on Android it does show the option to choose between sent and received it will only take us to send eidiyah Please fix this journey error,2023-04-22 01:20:28,,7.3999999999999995,8.7,83.89999999999999,-10.27,Negative
I do not know why it took so long to resolve some issueconcern I have problemmy money from my old stcpay account should transfer to my new stcpay account as I request but unfortunately its been number days not resolve my concern,2023-04-21 23:17:57,1.10.27,15.9,6.800000000000001,77.3,47.27,Positive
Very nice appsslightly smiling face,2023-04-21 18:25:38,1.10.27,67.9,0.0,32.1,74.74,Positive
Receive and send money,2023-04-21 17:52:14,,0.0,0.0,100.0,0.0,Neutral
It is good,2023-04-21 17:16:37,,59.199999999999996,0.0,40.8,44.04,Positive
,2023-04-21 15:32:39,,0.0,0.0,0.0,0.0,Neutral
Satisfied to use this app,2023-04-21 14:39:47,,41.199999999999996,0.0,58.8,42.15,Positive
Nic,2023-04-21 13:40:18,1.10.27,0.0,0.0,100.0,0.0,Neutral
Hiiii very nice,2023-04-21 13:14:57,,60.699999999999996,0.0,39.300000000000004,47.54,Positive
excellent service,2023-04-21 12:38:34,1.10.16,78.7,0.0,21.3,57.19,Positive
Plzz install,2023-04-21 11:51:43,,0.0,0.0,100.0,0.0,Neutral
Good Working,2023-04-21 11:28:24,1.6.2,74.4,0.0,25.6,44.04,Positive
Good experience,2023-04-21 10:13:12,1.10.16,74.4,0.0,25.6,44.04,Positive
Why it always your exchange rate is lower than normal that is my complain you check the exchange rate is like on number yours will be on number or less,2023-04-21 09:47:28,,14.7,13.5,71.8,-15.310000000000002,Negative
When I share my transaction details to the beneficiary wich amount I send in Saudi Riyals  it shows in Pakistani Rupees Please solve this issue,2023-04-21 08:58:34,1.10.27,33.1,0.0,66.9,81.26,Positive
XD,2023-04-21 08:28:07,,100.0,0.0,0.0,58.589999999999996,Positive
Good service good app,2023-04-21 07:07:44,1.10.27,74.4,0.0,25.6,70.03,Positive
What happened my Stc can not see my exchange ratecrying face,2023-04-21 06:02:20,1.10.27,0.0,0.0,100.0,0.0,Neutral
Zakir suriya,2023-04-21 05:55:27,,0.0,0.0,100.0,0.0,Neutral
Goodmornig,2023-04-21 04:08:51,,0.0,0.0,100.0,0.0,Neutral
Very good apps for transfer in philsthumbs upnumberstars rate for me,2023-04-21 03:23:21,,24.2,0.0,75.8,49.27,Positive
No NFC payment options for Android users,2023-04-21 03:08:07,1.10.27,0.0,56.99999999999999,43.0,-76.72,Negative
Good app indeed I never regret downloading it,2023-04-21 02:20:14,,51.1,0.0,48.9,64.07000000000001,Positive
This apps ws amazing i hope to continue to serve as,2023-04-21 01:33:55,1.10.27,45.6,0.0,54.400000000000006,77.17,Positive
I like sending money big rate and affordable fee,2023-04-20 23:21:51,1.10.27,26.3,0.0,73.7,36.120000000000005,Positive
STC PAY IS VERY VERY GOOD,2023-04-20 21:33:28,,39.1,15.8,45.1,47.160000000000004,Positive
Worst when I opened this app it is says it already logging use correct password but I use it as first time then when I contact the customer service they did not give me correct explanation worst and very bad,2023-04-20 20:48:09,1.10.10,0.0,28.299999999999997,71.7,-93.7,Negative
Amazing application,2023-04-20 19:43:48,1.10.27,79.2,0.0,20.8,58.589999999999996,Positive
Its best app for international funds transfer with number easy refund,2023-04-20 18:01:45,1.10.27,51.2,0.0,48.8,81.26,Positive
My experience always good,2023-04-20 16:33:18,1.10.27,49.2,0.0,50.8,44.04,Positive
Best app stc pay,2023-04-20 16:29:04,,55.300000000000004,18.4,26.3,58.589999999999996,Positive
I been using stc pay since number,2023-04-20 15:57:38,1.10.16,19.400000000000002,20.9,59.699999999999996,-2.58,Negative
Really it is frist time to give any app number star and I very happy to use this app if I can give it number star I will do,2023-04-20 15:34:18,,22.3,0.0,77.7,68.01,Positive
Super aap,2023-04-20 14:32:11,1.10.27,79.60000000000001,0.0,20.4,59.940000000000005,Positive
Not good it may take too long time for international transaction solve it problem,2023-04-20 11:31:56,1.10.27,10.100000000000001,28.499999999999996,61.4,-51.160000000000004,Negative
Very nice and very good app,2023-04-20 10:56:59,1.10.27,61.1,0.0,38.9,74.2,Positive
Very good appexcellent performance,2023-04-20 10:48:18,,51.6,0.0,48.4,49.27,Positive
Application keeps freezing and crashing,2023-04-20 10:39:42,1.10.27,0.0,25.900000000000002,74.1,-10.27,Negative
Good transfar,2023-04-20 10:14:11,1.10.27,74.4,0.0,25.6,44.04,Positive
Very helpful App,2023-04-20 10:13:36,,60.699999999999996,0.0,39.300000000000004,47.54,Positive
to much charge,2023-04-20 05:30:23,,0.0,0.0,100.0,0.0,Neutral
Late international transfer with no reason,2023-04-20 04:57:09,,0.0,30.599999999999998,69.39999999999999,-29.599999999999998,Negative
,2023-04-19 19:09:17,,0.0,0.0,0.0,0.0,Neutral
Veri good app number,2023-04-19 18:37:16,1.10.27,67.7,0.0,32.300000000000004,49.39,Positive
This app is good but some time this app is not accept my number digit passcode I call customer service number but customer service member called update the app and login but not respond,2023-04-19 16:50:05,,5.4,15.0,79.7,-35.949999999999996,Negative
Luvuno tsuma,2023-04-19 13:39:51,,0.0,0.0,100.0,0.0,Neutral
Good daywe have a problem to my STC pay appbefore it is good but now I can update and verify but not work anymore I cannot use now for transaction,2023-04-19 11:12:49,,13.0,10.2,76.8,21.44,Positive
i already use this apps numberyear and numbermonths but this month of march i will not open of may stc paywill you help me what can i do,2023-04-19 11:07:40,,12.9,0.0,87.1,54.99000000000001,Positive
I think this is a good for me to send money so I try this app,2023-04-19 09:52:51,1.10.27,19.5,0.0,80.5,44.04,Positive
Inconsistent performance sums up my experience using this app,2023-04-19 08:02:14,1.10.27,0.0,0.0,100.0,0.0,Neutral
Nice Application,2023-04-18 21:20:49,,73.7,0.0,26.3,42.15,Positive
Worst app Ever used  Did Not Recieve My Money It is been number days since I deposited the money from Stc Pay to MobilePay but I still have not received the money,2023-04-18 19:08:10,1.10.27,3.5999999999999996,11.799999999999999,84.6,-38.18,Negative
not easy to setup and verify the accountd ad slow nafath verification is another headachejust roasting,2023-04-18 14:48:42,1.10.27,0.0,13.8,86.2,-34.12,Negative
on my firs time i use of my stc pay its good bus after one month i cannot transfer moneyi did not receive a codei tried to uninstall and install again but its same senario i did not receive a code everytime i open the appsi have money on stc pay how can i transfer it if i cannot open my stc pay account,2023-04-18 13:21:04,1.10.27,3.3000000000000003,7.5,89.1,-11.540000000000001,Negative
As For I know every person using this app has faced problem of delay in Transfer Same they dis with me Money is strucked and I complained but still stories,2023-04-18 11:14:07,,0.0,17.599999999999998,82.39999999999999,-51.870000000000005,Negative
Everyone do not send money with this app out of country my intentionally transfer from number days on hold,2023-04-18 10:11:50,,6.7,0.0,93.30000000000001,7.720000000000001,Positive
I transfer money local but It will not come and then I got deduction of my balance Hope you can return it,2023-04-18 07:15:14,1.10.1,16.8,0.0,83.2,59.27,Positive
Take to long download,2023-04-18 05:49:10,,0.0,0.0,100.0,0.0,Neutral
enraged faceenraged faceenraged faceenraged face,2023-04-18 05:35:48,,0.0,40.300000000000004,59.699999999999996,-40.19,Negative
,2023-04-18 03:56:26,1.10.26,0.0,0.0,0.0,0.0,Neutral
These very good app to sent money for local and international remittance,2023-04-18 03:03:58,,22.5,0.0,77.5,49.27,Positive
Worst app ever,2023-04-17 16:01:12,,0.0,67.2,32.800000000000004,-62.49,Negative
After update app is not working,2023-04-17 12:48:50,1.10.26,0.0,0.0,100.0,0.0,Neutral
Impossible to change your number needs improvement,2023-04-17 12:22:10,1.10.26,46.2,0.0,53.800000000000004,51.06,Positive
I have attached attached,2023-04-17 00:43:28,1.10.26,0.0,0.0,100.0,0.0,Neutral
,2023-04-17 00:00:50,1.10.26,0.0,0.0,0.0,0.0,Neutral
Very bad app cannot able to open every time when open the app will not open,2023-04-16 19:25:19,,0.0,20.200000000000003,79.80000000000001,-58.489999999999995,Negative
,2023-04-16 18:38:52,1.10.26,0.0,0.0,0.0,0.0,Neutral
some of bugs need to fix if i did not use for number min shutdown without resume,2023-04-16 18:00:49,1.10.26,0.0,7.5,92.5,-5.72,Negative
I love it,2023-04-16 17:13:54,1.10.23,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Good but international fee is to much,2023-04-16 16:54:25,1.10.23,24.5,0.0,75.5,23.82,Positive
Very very nice app,2023-04-16 15:59:05,1.10.23,52.900000000000006,0.0,47.099999999999994,52.22,Positive
Very hard verification,2023-04-16 15:13:30,1.10.23,0.0,45.800000000000004,54.2,-17.61,Negative
number year,2023-04-16 01:21:34,1.10.23,56.49999999999999,0.0,43.5,7.720000000000001,Positive
Good app i use number years,2023-04-16 00:10:12,1.10.23,58.3,0.0,41.699999999999996,49.39,Positive
After update it does not work anymore If I open my stc pay Unfortunately STC pay has stopped,2023-04-15 17:51:01,1.10.23,0.0,35.3,64.7,-62.49,Negative
Best and easy way to transfer money between friends,2023-04-15 14:02:45,1.10.23,63.0,0.0,37.0,88.07000000000001,Positive
Very use full and no hassle you do not to go out if you want to send money back homeThank you STC PAY your the bestthumbs up mediumlight skin tone,2023-04-15 12:36:01,1.10.23,4.0,13.3,82.69999999999999,-46.48,Negative
If you have any emergency to call someone and you recharge from this app do not do it because its not good app first time in my i see this type of app the app take number hour for your recharge and number time i call on customer service saluting facesaluting facesaluting faceenraged face,2023-04-15 02:50:57,,4.7,9.0,86.3,-52.769999999999996,Negative
Amazing app,2023-04-15 02:00:36,1.10.23,79.2,0.0,20.8,58.589999999999996,Positive
This is not good at I send money on wrong number last Saturday immediately I realised that the number is wrong i called them and they told me that they cancelled the transaction but Ihave been calling them to transfer money back to my account so that I can send it again Nothing they do is to tell me to go the headcounters in Riyadh and am far away from Riyadh please folded hands Stc services I need my money,2023-04-14 18:22:23,1.10.23,6.5,9.1,84.39999999999999,-26.240000000000002,Negative
Sorry but that is not me i do not now why tha apps are removed and now i am going to install i connot go to log in its goes have problem number pls i do not now how to pix this one,2023-04-14 17:25:16,1.10.23,6.800000000000001,11.0,82.19999999999999,-42.15,Negative
excellent,2023-04-14 11:11:45,1.10.23,100.0,0.0,0.0,57.19,Positive
B jib  x z x BBB y x and cu cg b x e z CCU CCC on hbu j you t,2023-04-14 10:35:27,,0.0,0.0,100.0,0.0,Neutral
One of the worst app for international transactions because I make transfer on number April but today is number April The money not delivered to my account when I contacted with the costomer care namely ashwaq he told me we will do it soon then leave the chat worst service everalso I make complaint about it they booked ticket for it on number April but also from last number days the ticket Is in progress mindblowing service I suggest to those who want to experience this app do not use it they are worst,2023-04-14 03:36:08,1.10.23,13.5,16.2,70.3,-79.06,Negative
Pakege high price,2023-04-13 23:42:34,,0.0,0.0,100.0,0.0,Neutral
Tank you so much,2023-04-13 19:50:46,,0.0,0.0,100.0,0.0,Neutral
My firs number was not on my Iqama so that number i have not now but when i tried to register my new number but my stc pay not opening and when i called customer service they all are un educated  They do not know how to solve the problem,2023-04-13 10:39:28,,11.4,9.9,78.7,-29.599999999999998,Negative
